0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5;-7;-9;-11;-14;-17;-20;-24;-28;-33;-36;-40;-49;-49;-49;-49;-49;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-50;-52;-54;-56;-58;-60;-61;-63;-64;-65;-67;-68;-69;-70;-71;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72
-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-23;-22;-21;-20;-19;-19;-18;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-17;-20;-24;-28;-33;-36;-40;-49;-49;-49;-49;-49;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-50;-52;-54;-56;-58;-60;-61;-63;-64;-65;-67;-68;-69;-70;-71;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72;-72
24;24;24;24;24;24;24;24;24;24;26;27;29;30;31;33;35;36;38;40;41;42;43;45;46;47;48;49;50;50;51;52;52;52;52;52;52;52;52;52;52;52;52;52;48;44;39;36;32;23;23;23;23;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24;22;20;18;16;14;12;11;9;8;7;5;4;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1;3;5;6;8;9;10;13;14;15;16;18;19;20;21;22;23;24;24;24;25;25;25;25;25;25;25;25;25;25;25;25;25;20;16;10;5;-1;-6;-10;-15;-17;-16;-15;-14;-13;-12;-11;-10;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-11;-13;-14;-16;-18;-19;-20;-22;-23;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24
-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-28;-31;-35;-38;-41;-43;-47;-52;-56;-62;-67;-73;-78;-82;-87;-89;-88;-87;-86;-85;-84;-83;-82;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-81;-83;-85;-86;-88;-90;-91;-92;-94;-95;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96
24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;25;26;27;27;27;27;27;27;27;27;27;27;27;27;27;27;25;16;10;5;-1;-6;-10;-15;-17;-16;-15;-14;-13;-12;-11;-10;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-11;-13;-14;-16;-18;-19;-20;-22;-23;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24;-24
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;6;7;8;9;10;11;11;12;13;13;13;13;13;13;13;13;13;13;13;13;10;6;3;1;-3;-5;-8;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-11;-15;-16;-18;-20;-22;-24;-27;-30;-31;-33;-35;-38;-39;-40;-41;-42;-43;-44;-46;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48
-24;-24;-24;-24;-24;-23;-21;-19;-18;-16;-14;-12;-10;-9;-7;-5;-4;-2;0;2;3;4;6;7;8;9;10;11;11;12;13;13;13;13;13;13;13;13;13;13;13;13;10;6;3;1;-3;-5;-8;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-11;-15;-16;-18;-20;-22;-24;-27;-30;-31;-33;-35;-38;-39;-40;-41;-42;-43;-44;-46;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48
24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;22;20;18;16;13;10;6;3;1;-3;-5;-8;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-11;-15;-16;-18;-20;-22;-24;-27;-30;-31;-33;-35;-38;-39;-40;-41;-42;-43;-44;-46;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48;-48
